SENTENCE,FOS CODE
"      শ্রাবণে অপরাজিতা, চেয়ে দেখি তারে            আঁখি ডুবে যায় একেবারে—      ছোটো পত্রপুটে তার নীলিমা করেছে ভরপুর,             দিগন্তের শৈলতটে অরণ্যের সুর       বাজে তাহে, সেই দূর আকাশের বাণী    এনেছে আমার চিত্তে তোমার নির্বাক মুখখানি।","1, 3, 6"
"এ লেখা মোর শূন্যদ্বীপের সৈকততীর,            তাকিয়ে থাকে দৃষ্টি - অতীত পারের পানে।",1
উদ্দেশহীন জোয়ার - ভাঁটায় অস্থির নীর            শামুক ঝিনুক যা - খুশি তাই ভাসিয়ে আনে।,"3, 6"
"এ লেখা নয় বিরাট সভার শ্রোতার লাগি,            রিক্ত ঘরে একলা এ যে দিন কাটাবার ;  আটপহুরে কাপড়টা তার ধুলায় দাগি,            বড়োঘরের নেমন্তন্নে নয় পাঠাবার।",6
"বয়ঃসন্ধিকালের যেন বালিকাটি,            ভাব্‌নাগুলো উড়ো উড়ো আপনাভোলা।",2
"অযতনের সঙ্গী তাহার ধুলোমাটি,            বাহির - পানে পথের দিকে দুয়ার খোলা।",1
"আলস্যে তার পা ছড়ানো মেঝের উপর,           ললাটে তার রুক্ষ কেশের অবহেলা।",0
 নাইকো খেয়াল কখন সকাল পেরোয় দুপুর           রেশমি ডানায় যায় চলে তার হালকা বেলা।,2
"চিনতে যদি চাও তাহারে এসো তবে,            দ্বারের ফাঁকে দাঁড়িয়ে থেকো আমার পিছু।",0
শুধাও যদি প্রশ্ন কোনো তাকিয়ে রবে            বোকার মতন—বলার কথা নেই - যে কিছু।,0
"ধুলোয় লোটে রাঙাপাড়ের আঁচলখানা,            দুই চোখে তার নীল আকাশের সুদূর ছুটি ;  কানে কানে কে কথা কয় যায় না জানা,            মুখের ”পরে কে রাখে তার নয়নদুটি।","1, 6"
মর্মরিত শ্যামল বনের কাঁপন থেকে            চমকে নামে আলোর কণা আলগা চুলে ;  তাকিয়ে দেখে নদীর রেখা চলছে বেঁকে—            দোয়েল - ডাকা ঝাউয়ের শাখা উঠছে দুলে।,"3, 6"
সম্মুখে তার বাগান - কোণায় কামিনী ফুল            আনন্দিত অপব্যয়ে পাপড়ি ছড়ায়।,3
বেড়ার ধারে বেগনিগুচ্ছে ফুল্ল জারুল            দখিন - হাওয়ার সোহাগেতে শাখা নড়ায়।,3
তরুণ রৌদ্রে তপ্ত মাটির মৃদুশ্বাসে             তুলসীঝোপের গন্ধটুকু ঢুকছে ঘরে।,3
খামখেয়ালী একটা ভ্রমর আশে - পাশে            গুঞ্জরিয়া যায় উড়ে কোন্‌ বনান্তরে।,0
"পাঠশালা সে ফাঁকি দিয়ে পালিয়ে এড়ায়,            শেখার মতো কোনো কিছুই হয় নি শেখা ;  আলোছায়ায় ছন্দ তাহার খেলিয়ে বেড়ায়            আলুথালু অবকাশের অবুঝ লেখা।",6
"সবুজ সোনা নীলের মায়া ঘিরল তাকে ;            শুকনো ঘাসের গন্ধ আসে জানলা ঘুরে ;  পাতার শব্দে, জলের শব্দে, পাখির ডাকে            প্রহরটি তার আঁকাজোকা নানান সুরে।",6
সব নিয়ে যে দেখল তারে পায় সে দেখা             বিশ্বমাঝে ধুলার”পরে অলজ্জিত—  নইলে সে তো মেঠো পথে নীরব একা            শিথিলবেশে অনাদরে অসজ্জিত।,6
"বহিছে হাওয়া উতল বেগে,  আকাশ ঢাকা সজল মেঘে,            ধ্বনিয়া উঠে কেকা।",6
"করি নি কাজ, পরি নি বেশ,  গিয়েছে বেলা বাঁধি নি কেশ,            পড়ি তোমারই লেখা।",6
"                      ওগো আমারই কবি,            তোমারে আমি জানি নে কভু,            তোমার বাণী আঁকিছে তবু                     অলস মনে অজানা তব ছবি।","2, 6"
"          বাদলছায়া হায় গো মরি,            বেদনা দিয়ে তুলেছ ভরি,                    নয়ন মম করিছে ছলোছলো।","6, 10"
                  হিয়ার মাঝে কি কথা তুমি বল!,0
"             কোথায় কবে আছিলে জাগি,            বিরহ তব কাহার লাগি,                     কোন্‌ সে তব প্রিয়া!",6
"         ইন্দ্র তুমি, তোমার শচী—           জানি তাহারে তুলেছ রচি                       আপন মায়া দিয়া।",6
"                   ওগো আমার কবি,            ছন্দ বুকে যতই বাজে            ততই সে মূরতিমাঝে                     জানি না কেন আমারে আমি লভি।",6
          নারীহৃদয় - যমুনাতীরে             চিরদিনের সোহাগিনীরে                        চিরকালের শুনাও স্তবগান।,6
                       বিনা কারণে দুলিয়া ওঠে প্রাণ।,0
"       নাই বা তার শুনিনু নাম,  কভু তাহারে না দেখিলাম,            কিসের ক্ষতি তায়।",6
প্রিয়ারে তব যে নাহি জানে  জানে সে তারে তোমার গানে            আপন চেতনায়।,6
"                       ওগো আমার কবি,            সুদূর তব ফাগুন - রাতি            রক্তে মোর উঠিল মাতি,                      চিত্তে মোর উঠিছে পল্লবি।",6
"          জেনেছ যারে তাহারো মাঝে            অজানা যেই সে - ই বিরাজে,                     আমি যে সেই অজানাদের দলে।",6
                   তোমার মালা এল আমার গলে।,0
"   বৃষ্টিভেজা যে ফুলহার  শ্রাবণসাঁঝে তব প্রিয়ার            বেণীটি ছিল ঘেরি,  গন্ধ তারই স্বপ্নসম  লাগিছে মনে, যেন সে মম            বিগত জনমেরই।","1, 6"
"                      ওগো আমার কবি,            জান না, তুমি মৃদু কী তানে            আমারই এই লতাবিতানে                     শুনায়েছিলে করুণ ভৈরবী।",6
"                   ঘটে নি যাহা আজ কপালে                      ঘটেছে যেন সে কোন্‌ কালে,                               আপনভোলা যেন তোমার গীতি                               বহিছে তারই গভীর বিস্মৃতি।","3, 6"
অন্ধকারে জানি না কে এল কোথা হতে—            মনে হল তুমি ;  রাতের লতা - বিতান তারার আলোতে            উঠিল কুসুমি।,6
"সাক্ষ্য আর কিছু নাই, আছে শুধু একটি স্বাক্ষর,  প্রভাত - আলোক তলে মগ্ন হলে প্রসুপ্ত প্রহর            পড়িব তখন।","3, 6"
ততক্ষণ পূর্ণ করি থাক মোর নিস্তব্ধ অন্তর            তোমার স্মরণ।,0
   কত লোক ভিড় করে জীবনের পথে            উড়াইয়া ধূলি ;  কত যে পতাকা ওড়ে কত রাজপথে            আকাশ আকুলি।,6
"প্রহরে প্রহরে যাত্রী ধেয়ে চলে খেয়ার উদ্দেশে—  অতিথি আশ্রয় মাগে শ্রান্তদেহে মোর দ্বারে এসে            দিন - অবসানে,  দূরের কাহিনী বলে, তার পরে রজনীর শেষে            যায় দূর - পানে।",6
   মায়ার আবর্তে রচে আসায় যাওয়ায়            চঞ্চল সংসারে।,0
ছায়ার তরঙ্গ যেন ধাইছে হাওয়ায়            ভাঁটায় জোয়ারে।,0
"ঊর্ধ্বকণ্ঠে ডাকে কেহ, স্তব্ধ কেহ ঘরে এসে বসে—  প্রত্যহের জানাশোনা, তবু তারা দিবসে দিবসে            পরিচয়হীন।",6
"সন্ধ্যার নৈঃশব্দ্য উঠে সহসা শিহরি ;                 না কহিয়া কথা  কখন যে আস কাছে, দাও ছিন্ন করি            মোর অস্পষ্টতা।",6
"তখন বুঝিতে পারি, আছি আমি একান্তই আছি  মহাকালদেবতার অন্তরের অতি কাছাকাছি            মহেন্দ্রমন্দিরে ;  জাগ্রত জীবনলক্ষ্মী পরায় আপন মাল্যগাছি            উন্নমিত শিরে।",6
"   তখনই বুঝিতে পারি, বিশ্বের মহিমা  উচ্ছ্বসিয়া উঠি  রাখিল সত্তায় মোর রচি নিজ সীমা            আপন দেউটি।",6
"সৃষ্টির প্রাঙ্গণতলে চেতনার দীপশ্রেণী - মাঝে  সে দীপে জ্বলেছে শিখা উৎসবের ঘোষণার কাজে ;            সেই তো বা খা নে,  অনির্বচনীয় প্রেম অন্তহীন বিস্ময়ে বিরাজে            দেহে মনে প্রাণে।","1, 6"
"হে রাত্রিরূপিণী,            আলো জ্বালো একবার ভালো করে চিনি।","1, 6"
"       দিন যার ক্লান্ত হল তারই লাগি কী এনেছ বর,                    জানাক তা তব মৃদু স্বর।",6
                         তোমার নিশ্বাসে                   ভাবনা ভরিল মোর সৌরভ - আভাসে।,6
                            বুঝিবা বক্ষের কাছে                                        ঢাকা আছে                               রজনীগন্ধার ডালি!,6
"                                      বুঝিবা এনেছ জ্বালি            প্রসন্ন ললাটনেত্রে সন্ধ্যার সঙ্গিনীহীন তারা—                      গোপন আলোক তারই, ওগো বাক্যহারা ,                               পড়েছে তোমার মৌন - ” পরে—                     এনেছ গভীর হাসি করুণ অধরে                               বিষাদের মতো শান্ত স্থির।","1, 6"
"                   দিবসে সুতীব্র আলো, বিক্ষিপ্ত সমীর,                                নিরন্তর আন্দোলন,                                       অনুক্ষণ                     দ্বন্দ্ব - আলোড়িত কোলাহল।",6
"  তুমি এসো অচঞ্চল,           এসো স্নিগ্ধ আবির্ভাব,            তোমারই অঞ্চলতলে লুপ্ত হোক যত ক্ষতি লাভ।",6
                     তোমার স্তব্ধতাখানি                           দাও টানি                       অধীর উদ্‌ভ্রান্ত মনে।,6
"যে অনাদি নিঃশব্দতা সৃষ্টির প্রাঙ্গণে            বহ্নিদীপ্ত উদ্দমের মত্ততায় জ্বর                     শান্ত করি করে তারে সংযত সুন্দর,  সে গম্ভীর শান্তি আনো তব আলিঙ্গনে                       ক্ষুব্ধ এ জীবনে।",6
"                         তব প্রেমে            চিত্তে মোর যাক থেমে      অন্তহীন প্রয়াসের লক্ষ্যহীন চাঞ্চল্যের মোহ,             দুরাশার দুরন্ত বিদ্রোহ।",6
      সপ্তর্ষির তপোবনে হোমহুতাশন হতে      আনো তব দীপ্ত শিখা।,0
"তাহারই আলোতে            নির্জনের উৎসব - আলোক  পুণ্য হবে, সেইক্ষণে আমাদের শুভদৃষ্টি হোক।",0
         অপ্রমত্ত মিলনের মন্ত্র সুগম্ভীর       মন্দ্রিত করুক আজি রজনীর তিমিরমন্দির।,6
মহা - অতীতের সাথে আজ আমি করেছি মিতালি—       দিবালোক - অবসানে তারালোক জ্বালি            ধ্যানে সেথা বসেছে সে                 রূপহীন দেশে ;       যেথা অস্তসূর্য হতে নিয়ে রক্তরাগ            গুহাচিত্রে করিছে সজাগ                 তার তুলি       ম্রিয়মাণ জীবনের লুপ্ত রেখাগুলি ;       নিমীলিত বসন্তের ক্ষান্তগন্ধে যেখানে সে  গাঁথিয়া অদৃশ্যমালা পরিছে নিবিড় কালোকেশে ;            যেখানে তাহার কণ্ঠহারে                 দুলায়েছে সারে সারে       প্রাচীন শতাব্দীগুলি শান্ত - চিত্তদহন বেদনা                 মাণিক্যের কণা।,"3, 6"
        সেথা বসে আছি কাজ ভুলে            অস্তাচলমূলে                 ছায়াবীথিকায়।,6
"        রূপময় বিশ্বধারা অবলুপ্তপ্রায়                গোধূলিধূসর আবরণে,  অতীতের শূন্য তার সৃষ্টি মেলিতেছে মোর মনে।","3, 6"
"             এ শূন্য তো মরুমাত্র নয়,                        এ যে চিত্তময় ;  বর্তমান যেতে যেতে এই শূন্যে যায় ভ”রে রেখে                  আপন অন্তর থেকে                         অসংখ্য স্বপন ;             অতীত এ শূন্য দিয়ে করেছি বপন                     বস্তুহীন সৃষ্টি যত,  নিত্যকাল - মাঝে তারি ফলশস্য ফলিছে নিয়ত।","2, 6"
"আলোড়িত এই শূন্য যুগে যুগে উঠিয়াছে জ্বলি,            ভরিয়াছে জ্যোতির অঞ্জলি।","1, 6"
        বসে আছি নির্নিমেষ চোখে            অতীতের সেই ধ্যানালোকে—  নি:শব্দ তিমিরতটে জীবনের বিস্মৃত রাতির।,6
"   হে অতীত,         শান্ত তুমি নির্বাণ - বাতির            অন্ধকারে,       সুখদুখনিষ্কৃতির পারে ।","6, 10"
"  শিল্পী তুমি, আঁধারের ভূমিকায়  নিভৃতে রচিছ সৃষ্টি নিরাসক্ত নির্মম কলায়,  স্মরণে ও বিস্মরণে বিগলিত বর্ণ দিয়া লিখা            বর্ণিতেছ আখ্যায়িকা ;       পুরাতন ছায়াপথে নূতন তারার মতো            উজ্জ্বলি উঠিছে কত,       কত তার নিভাইছ একেবারে            যুগান্তের অশান্ত ফুৎকারে।","1, 3, 6"
"     আজ আমি তোমার দোসর,  আশ্রয় নিতেছি সেথা যেথা আছে মহা - অগোচর।",6
   তব অধিকার আজি দিনে দিনে ব্যাপ্ত হয়ে আসে            আমার আয়ুর ইতিহাসে।,6
     সেথা তব সৃষ্টির মন্দিরদ্বারে  আমার রচনাশালা স্থাপন করেছি একধারে    তোমারি বিহারবনে ছায়াবীথিকায়।,"1, 6"
"     ঘুচিল কর্মের দায়,  ক্লান্ত হল লোকমুখে খ্যাতির আগ্রহ ;    দুঃখ যত সয়েছি দুঃসহ         তাপ তার করি অপগত             মূর্তি তারে দিব নানামতো                  আপনার মনে মনে।",6
"ক লকোলাহলশান্ত জনশূন্য তোমার প্রাঙ্গণে,    যেখানে মিটেছে দ্বন্দ্ব মন্দ ও ভালোয়,               তারার আলোয়    সেখানে তোমার পাশে আমার আসন পাতা—     কর্মহীন আমি সেথা বন্ধহীন সৃষ্টির বিধাতা।",6
তখন নিশীথরাত্রি; গেলে ঘর হতে যে পথে চল নি কভু সে অজানা পথে।,0
"যাবার বেলায় কোনো বলিলে না কথা, লইয়া গেলে না কারো বিদায়বারতা।",6
"সুপ্তিমগ্ন বিশ্ব-মাঝে বাহিরিলে একা— অন্ধকারে খুঁজিলাম, না পেলাম দেখা।","3, 6"
মঙ্গলমুরতি সেই চিরপরিচিত অগণ্য তারার মাঝে কোথায় অন্তর্হিত!,6
  গেলে যদি একেবারে গেলে রিক্ত হাতে?,0
এ ঘর হইতে কিছু নিলে না কি সাথে?,0
বিশ বৎসরের তব সুখদুঃখভার ফেলে রেখে দিয়ে গেলে কোলেতে আমার!,6
"প্রতিদিবসের প্রেমে কতদিন ধরে যে ঘর বাঁধিলে তুমি সুমঙ্গল-করে পরিপূর্ণ করি তারে স্নেহের সঞ্চয়ে, আজ তুমি চলে গেলে কিছু নাহি লয়ে?",6
"  তোমার সংসার-মাঝে, হায়, তোমা-হীন এখনো আসিবে কত সুদিন-দুর্দিন— তখন এ শূন্য ঘরে চিরাভ্যাস-টানে তোমারে খুঁজিতে এসে চাব কার পানে?",6
"আজ শুধু এক প্রশ্ন মোর মনে জাগে— হে কল্যাণী, গেলে যদি, গেলে মোর আগে, মোর লাগি কোথাও কি দুটি স্নিগ্ধ করে রাখিবে পাতিয়া শয্যা চিরসন্ধ্যা-তরে?",6
"আমার ঘরেতে আর নাই সে যে নাই— যাই আর ফিরে আসি, খুঁজিয়া না পাই।",6
"আমার ঘরেতে নাথ, এইটুকু স্থান— সেথা হতে যা হারায় মেলে না সন্ধান।",6
"অনন্ত তোমার গৃহ, বিশ্বময় ধাম, হে নাথ, খুঁজিতে তারে সেথা আসিলাম।","5, 6"
"দাঁড়ালেম তব সন্ধ্যা-গগনের তলে, চাহিলাম তোমা-পানে নয়নের জলে।",6
"কোনো মুখ, কোনো সুখ, আশাতৃষা কোনো যেথা হতে হারাইতে পারে না কখনো, সেথায় এনেছি মোর পীড়িত এ হিয়া— দাও তারে, দাও তারে, দাও ডুবাইয়া।",6
ঘরে মোর নাহি আর যে অমৃতরস বিশ্ব-মাঝে পাই সেই হারানো পরশ।,6
ঘরে যবে ছিলে মোরে ডেকেছিলে ঘরে তোমার করুণাপূর্ণ সুধাকণ্ঠস্বরে।,"1, 6"
আজ তুমি বিশ্ব-মাঝে চলে গেলে যবে বিশ্ব-মাঝে ডাকো মোরে সে করুণ রবে।,6
খুলি দিয়া গেলে তুমি যে গৃহদুয়ার সে দ্বার রুধিতে কেহ কহিবে না আর।,6
"বাহিরের রাজপথ দেখালে আমায়, মনে রয়ে গেল তব নি:শব্দ বিদায়।",6
আজি বিশ্বদেবতার চরণ-আশ্রয়ে গৃহলক্ষ্মী দেখা দাও বিশ্বলক্ষ্মী হয়ে।,6
নিখিল নক্ষত্র হতে কিরণের রেখা সীমন্তে আঁকিয়া দিক্‌ সিন্দূরের লেখা।,"1, 6"
একান্তে বসিয়া আজি করিতেছি ধ্যান সবার কল্যাণে হোক তোমার কল্যাণ।,6
যত দিন কাছে ছিলে বলো কী উপায়ে আপনারে রেখেছিলে এমন লুকায়ে?,6
ছিলে তুমি আপনার কর্মের পশ্চাতে অন্তর্যামী বিধাতার চোখের সাক্ষাতে।,6
প্রতি দণ্ড-মুহূর্তের অন্তরাল দিয়া নি:শব্দে চলিয়া গেছ নম্র-নত-হিয়া।,"3, 6"
আপন সংসারখানি করিয়া প্রকাশ আপনি ধরিয়াছিলে কী অঞ্জাত বাস!,6
আজি যবে চলি গেলে খুলিয়া দুয়ার পরিপূর্ণ রূপখানি দেখালে তোমার।,6
জীবনের সব দিন সব খণ্ড কাজ ছিন্ন হয়ে পদতলে পড়ি গেল আজ।,6
তব দৃষ্টিখানি আজি বহে চিরদিন চির-জনমের দেখা পলকবিহীন।,6
মিলন সম্পূর্ণ আজি হল তোমা-সনে এ বিচ্ছেদবেদনার নিবিড় বন্ধনে।,6
"এসেছ একান্ত কাছে, ছাড়ি দেশকাল হৃদয়ে মিশায়ে গেছ ভাঙি অন্তরাল।",2
"তোমারি নয়নে আজ হেরিতেছি সব, তোমারি বেদনা বিশ্বে করি অনুভব।",6
"তোমার অদৃশ্য হাত হেরি মোর কাজে, তোমারি কামনা মোর কামনার মাঝে।",6
দুজনের কথা দোঁহে শেষ করি লব সে রাত্রে ঘটে নি হেন অবকাশ তব।,6
বাণীহীন বিদায়ের সেই বেদনায় চারি দিকে চাহিয়াছি ব্যর্থ বাসনায়।,6
আজি এ হৃদয়ে সর্ব-ভাবনার নীচে তোমার আমার বাণী একত্রে মিলিছে।,6
"হে লক্ষ্মী, তোমার আজি নাই অন্ত:পুর সরস্বতীরূপ আজি ধরেছ মধুর, দাঁড়ায়েছ সংগীতের শতদলদলে।",6
মানসসরসী আজি তব পদতলে নিখিলের প্রতিবিম্বে রঞ্জিছে তোমায়।,0
চিত্তের সৌন্দর্য তব বাধা নাহি পায়— সে আজি বিশ্বের মাঝে মিশিছে পুলকে সকল আনন্দে আর সকল আলোকে সকল মঙ্গল-সাথে।,6
তোমার কঙ্কণ কোমল কল্যাণপ্রভা করেছে অর্পণ সকল সতীর করে।,1
স্নেহাতুর হিয়া নিখিল নারীর চিত্তে গিয়েছে গলিয়া।,6
সেই বিশ্বমূর্তি তব আমারি অন্তরে লক্ষ্মী-সরস্বতী-রূপে পূর্ণরূপ ধরে,6
"তোমার সকল কথা বল নাই, পার নি বলিতে, আপনারে খর্ব করি রেখেছিলে তুমি, হে লজ্জিতে, যতদিন ছিলে হেথা।",0
"হৃদয়ের গূঢ় আশাগুলি যখন চাহিত তারা কাঁদিয়া উঠিতে কণ্ঠ তুলি তর্জনী-ইঙ্গিতে তুমি গোপন করিতে সাবধান ব্যাকুল সংকোচবশে, পাছে ভুলে পায় অপমান।",6
আপনার অধিকার নীরবে নির্মম নিজকরে রেখেছিলে সংসারের সবার পশ্চাতে হেলাভরে।,6
লজ্জার অতীত আজি মৃত্যুতে হয়েছ মহীয়সী— মোর হৃদিপদ্মদলে নিখিলের অগোচরে বসি নতনেত্রে বলো তব জীবনের অসমাপ্ত কথা ভাষাবাধাহীন বাক্যে।,1
দেহমুক্ত তব বাহুলতা জড়াইয়া দাও মোর মর্মের মাঝারে একবার— আমার অন্তরে রাখো তোমার অন্তিম অধিকার।,"1, 6"
মৃত্যুর নেপথ্য হতে আরবার এলে তুমি ফিরে নূতন বধূর সাজে হৃদয়ের বিবাহমন্দিরে নি:শব্দ চরণপাতে।,0
ক্লান্ত জীবনের যত গ্লানি ঘুচেছে মরণস্নানে।,0
অপরূপ নব রূপখানি লভিয়াছ এ বিশ্বের লক্ষ্মীর অক্ষয় কৃপা হতে।,0
স্মিতস্নিগ্ধমুগ্ধমুখে এ চিত্তের নিভৃত আলোতে নির্বাক দাঁড়ালে আসি।,1
"মরণের সিংহদ্বার দিয়া সংসার হইতে তুমি অন্তরে পশিলে আসি, প্রিয়া।",6
"আজি বাজে নাই বাদ্য, ঘটে নাই জনতা-উৎসব, জ্বলে নাই দীপমালা আজিকার আনন্দগৌরব প্রশান্ত গভীর স্তব্ধ বাক্যহারা অশ্রুনিমগন, আজিকার এই বার্তা জানে নি, শোনে নি কোনো জন।",0
আমার অন্তর শুধু জ্বেলেছে প্রদীপ একখানি— আমার সংগীত শুধু একা গাঁথে মিলনের বাণী।,2
আপনার মাঝে আমি করি অনুভব পূর্ণতর আজি আমি।,0
তোমার গৌরব মুহূর্তে মিশায়ে তুমি দিয়েছ আমাতে।,0
ছোঁয়ায়ে দিয়েছ তুমি আপনার হাতে মৃত্যুর পরশমণি আমার জীবনে।,2
"উঠেছ আমার শোকযজ্ঞহুতাশনে নবীন নির্মল মূর্তি; আজি তুমি, সতী, ধরিয়াছ অনিন্দিত সতীত্বের জ্যোতি, নাহি তাহে শোকদাহ, নাহি মলিনিমা— ক্লান্তিহীন কল্যাণের বহিয়া মহিমা নি:শেষে মিশিয়া গেছ মোর চিত্ত-সনে।",2
তাই আজি অনুভব করি সর্বমনে— মোর পুরুষের প্রাণ গিয়েছে বিস্তারি নিত্য তাহে মিলি গিয়া মৃত্যুহীন নারী।,0
দেখিলাম খানকয় পুরাতন চিঠি— স্নেহমুগ্ধ জীবনের চিহ্ন দু-চারিটি স্মৃতির খেলনা-ক’টি বহু যত্নভরে গোপনে সঞ্চয় করি রেখেছিলে ঘরে।,0
"যে প্রবল কালস্রোতে প্রলয়ের ধারা ভাসাইয়া যায় কত রবিচন্দ্রতারা, তারি কাছ হতে তুমি বহু ভয়ে ভয়ে এই ক’টি তুচ্ছ বস্তু চুরি করে লয়ে লুকায়ে রাখিয়াছিলে, বলেছিলে মনে, “অধিকার নাই কারো আমার এ ধনে’।",2
আশ্রয় আজিকে তারা পাবে কার কাছে?,0
"জগতের কারো নয়, তবু তারা আছে।",0
"তাদের যেমন তব রেখেছিল স্নেহ, তোমারে তেমনি আজ রাখে নি কি কেহ?",6
"এ সংসারে একদিন নববধূবেশে তুমি যে আমার পাশে দাঁড়াইলে এসে, রাখিলে আমার হাতে কম্পমান হাত, সে কি অদৃষ্টের খেলা, সে কি অকস্মাৎ?",6
"শুধু এক মুহূর্তের এ নহে ঘটনা, অনাদিকালের এ আছিল মন্ত্রণা।",6
"দোঁহার মিলনে মোরা পূর্ণ হব দোঁহে, বহু যুগ আসিয়াছি এই আশা বহে।","5, 6"
"নিয়ে গেছ কতখানি মোর প্রাণ হতে, দিয়ে গেছ কতখানি এ জীবনস্রোতে!","2, 6"
কত দিন কত রাত্রে কত লজ্জাভয়ে কত ক্ষতিলাভে কত জয়ে পরাজয়ে রচিতেছিলাম যাহা মোরা শ্রান্তিহারা সাঙ্গ কে করিবে তাহা মোরা দোঁহে ছাড়া?,6
"স্বল্প-আয়ু এ জীবনে যে-কয়টি আনন্দিত দিন কম্পিত-পুলকভরে, সংগীতের-বেদনা-বিলীন, লাভ করেছিলে, লক্ষ্মী, সে কি তুমি নষ্ট করি যাবে?",6
তাই আমি খুঁজিতেছি।,0
সূর্যাস্তের স্বর্ণমেঘস্তরে চেয়ে দেখি একদৃষ্টে— সেথা কোন্‌ করুণ অক্ষরে লিখিয়াছ সে জন্মের সায়াহ্নের হারানো কাহিনী!,2
আজি এই দ্বিপ্রহরে পল্লবের মর্মররাগিণী তোমার সে কবেকার দীর্ঘশ্বাস করিছে প্রচার!,"1, 3, 6"
আতপ্ত শীতের রৌদ্রে নিজহস্তে করিছ বিস্তার কত শীতমধ্যাহ্নের সুনিবিড় সুখের স্তব্ধতা!,0
"আপনার পানে চেয়ে বসে বসে ভাবি এই কথা— কত তব রাত্রিদিন কত সাধ মোরে ঘিরে আছে, তাদের ক্রন্দন শুনি ফিরে ফিরে ফিরিতেছ কাছে।",6
বজ্র যথা বর্ষণেরে আনে অগ্রসরি 				কে জানিত তব শোক সেইমত করি 				আনি দিবে অকস্মাৎ জীবনে আমার 				বাধাহীন মিলনের নিবিড় সঞ্চার!,6
মোর অশ্রুবিন্দুগুলি কুড়ায়ে আদরে 				গাঁথিয়া সীমন্তে পরি ব্যর্থশোক-’পরে 				নীরবে হানিছ তব কৌতুকের হাসি।,6
ক্রমে সবা হতে যত দূরে গেলে ভাসি 				তত মোর কাছে এলে।,0
"জানি না কী করে 				মৃত্যু-মাঝে আপনারে করিয়া হরণ 				আমার জীবনে তুমি ধরেছ জীবন, 				আমার নয়নে তুমি পেতেছ আলোক— 				এই কথা মনে জানি নাই মোর শোক।","1, 6"
"সংসার সাজায়ে তুমি আছিলে রমণী, 				আমার জীবন আজি সাজাও তেমনি 				যেথা আছে যত ক্ষুদ্র তৃণকুটাগাছি— 				অনেক আলস্যক্লান্ত দিনরজনীর 				উপেক্ষিত ছিন্নখণ্ড যত।",6
"আনো নীর, 				সকল কলঙ্ক আজি করো গো মার্জনা, 				বাহিরে ফেলিয়া দাও যত আবর্জনা।",6
"				যেথা মোর পূজাগৃহ নিভৃত মন্দিরে 				সেথায় নীরবে এসো দ্বার খুলি ধীরে- 				মঙ্গলকনকঘটে পুণ্যতীর্থজল 				সযত্নে ভরিয়া রাখো, পূজাশতদল 				স্বহস্তে তুলিয়া আনো।",6
সেথা দুইজনে 				দেবতার সম্মুখেতে বসি একাসনে।,6
"পাগল বসন্তদিন কতবার অতিথির বেশে তোমার আমার দ্বারে বীণা হাতে এসেছিল হেসে লয়ে তার কত গীত, কত মন্ত্র মন ভুলাবার, জাদু করিবার কত পুষ্পপত্র আয়োজনভার।",6
"কুহুতানে হেঁকে গেছে, খোলো ওগো, খোলো দ্বার খোলো।",6
"কাজকর্ম ভোলো আজি, ভোলো বিশ্ব, আপনারে ভোলো।",6
"এসে এসে কত দিন চলে গেছে দ্বারে দিয়ে নাড়া- আমি ছিনু কোন্‌ কাজে, তুমি তারে দাও নাই সাড়া।",6
"আজ তুমি চলে গেছ, সে এল দক্ষিণবায়ু বাহি- আজ তারে ক্ষণকাল ভুলে থাকি হেন সাধ্য নাহি।",6
"আনিছে সে দৃষ্টি তব, তোমার প্রকাশহীন বাণী, মর্মরি তুলিছে কুঞ্জে তোমার আকুল চিত্তখানি।",6
মিলনের দিনে যারে কতবার দিয়েছিনু ফাঁকি তোমার বিচ্ছেদ তারে শূন্যঘরে আনে ডাকি ডাকি।,6
"বহুরে যা এক করে, বিচিত্রেরে করে যা সরস, প্রভূতেরে করি আনে নিজ ক্ষুদ্র তর্জনীর বশ, বিবিধপ্রয়াসক্ষুব্ধ দিবসেরে লয়ে আসে ধীরে সুপ্তিসুনিবিড় শান্ত স্বর্ণময় সন্ধ্যার তিমিরে ধ্রুবতারাদীপদীপ্ত সুতৃপ্ত নিভৃত অবসানে, বহুবাক্যব্যাকুলতা ডুবায় যা একখানি গানে বেদনার সুধারসে-সেই প্রেম হতে মোরে, প্রিয়া, রেখো না বঞ্চিত করি; প্রতিদিন থাকিয়ো জাগিয়া; আমার দিনান্ত-মাঝে কঙ্কণের কনককিরণ নিদ্রার আঁধারপটে আঁকি দিবে সোনার স্বপন; তোমার চরণপাত মোর স্তব্ধ সায়াহ্ন-আকাশে নি:শব্দে পড়িবে ধরা আরক্তিম অলক্ত-আভাসে; এ জীবন নিয়ে যাবে অনিমেষ নয়নের টানে তোমার আপন কক্ষে পরিপূর্ণ মরণের পানে।","3, 6"
